restaurant_id,name,city,area,cuisine,rating,is_pure_veg,source,avg_delivery_time,avg_price_for_two
1,Sonsale Paan Shop (Jaani),Solapur,Central Solapur,Paan,5.0,True,swiggy,,100.0
2,Cafe M,Abohar,Central Abohar,"Continental, Snacks",5.0,True,swiggy,,200.0
3,Bharat Pawar Savaji Gharguti Jevan,Solapur,Central Solapur,Indian,5.0,False,swiggy,,200.0
4,Om Veg Restaurant,Aurangabad,CIDCO,"Maharashtrian, Healthy Food",5.0,True,swiggy,,150.0
5,Baskin Robbins - Ice Cream Desserts,Kanchrapara,"JESSORE ROAD SOUTH
1578.0 km
â¾","Desserts, Ice Cream",5.0,True,swiggy,,250.0
6,The 36 - The Ultimate Chinese Cuisine,Kanchrapara,"Sodepur
1573.0 km","Chinese, Fast Food",5.0,False,swiggy,,400.0
7,Deep Sandwich - Nutan Nagar,Rajkot,Kotecha Nagar,"Fast Food, Snacks",5.0,True,swiggy,,200.0
8,Royal Biryani,Deoria-City,Deoria,"Biryani, Snacks",5.0,False,swiggy,,300.0
9,Fresh Crush,Madurai,Mattuthavani,Indian,5.0,True,swiggy,,300.0
10,Agape Home Foods,Visakhapatnam,Madhurawada,South Indian,5.0,False,swiggy,,50.0
11,Lucky'S Spice Den,Visakhapatnam,Pendurthi,Chinese,5.0,False,swiggy,,250.0
12,Koushik Food Court,Visakhapatnam,Kurmannapalem,"Chinese, Snacks",5.0,False,swiggy,,150.0
13,Taste Town,Rajkot,Race Course Road,"Snacks, Burgers",5.0,True,swiggy,,300.0
14,Gourmet Ice Cream Cakes By Baskin Robbins,Rajkot,Race Course Road,"Desserts, Ice Cream",5.0,True,swiggy,,300.0
15,Bong Punjabi Rasoi,Asansol,Ushagram,"Punjabi, Thalis",5.0,False,swiggy,,150.0
16,Beyond Healthy,Hosur,Mahadevpura,"Pizzas, Desserts",5.0,True,swiggy,,200.0
17,Juice Land,Thiruvananthapuram,Thampanoor,"Beverages, Juices",5.0,True,swiggy,,200.0
18,129 Whiskk Avenue,Aurangabad,Usmanpura,"Indian, Pizzas",5.0,False,swiggy,,899.0
19,Gourmet Ice Cream Cakes By Baskin Robbins,Hubli,Vidya Nagar,"Ice Cream Cakes, Desserts",5.0,True,swiggy,,200.0
20,Kaka'S Kabab N Chicken,Deoghar,Bompas Town,"Snacks, North Indian",5.0,False,swiggy,,500.0
21,Raja Rani Shop In,Madurai,Periyar,"South Indian, Snacks",5.0,True,swiggy,,200.0
22,Grill Out Resto,Adoni,Bharpet,"Grill, Fast Food",5.0,False,swiggy,,298.0
23,Burhanpur Khava Jilebi,Solapur,Central Solapur,Sweets,5.0,True,swiggy,,200.0
24,Royal Home Kitchen,Visakhapatnam,Pendurthi,"North Indian, Chinese",5.0,False,swiggy,,199.0
25,Cake Story Desserts & Bakers,Deoria-City,Deoria,Bakery,5.0,True,swiggy,,400.0
26,Tandoor Wale,Asansol,Asansol Locality,"Indian, Snacks",5.0,False,swiggy,,200.0
27,Burger Bhau,Rajkot,Race Course,"Burgers, Fast Food",5.0,True,swiggy,,150.0
28,Ande Ka Fanda,Aurangabad,Gadia Vihar,Fast Food,5.0,False,swiggy,,100.0
29,AB'S - Absolute Barbecues,Kanchrapara,"Barasat
1579.3 km
â¾","Biryani, Kebabs",5.0,False,swiggy,,500.0
30,The Hidden Kitchen,Aurangabad,Nageshwar Wadi,"Fast Food, Indian",5.0,False,swiggy,,300.0
31,The Bowl Express,Aurangabad,Usmanpura,"Indian, Chinese",5.0,False,swiggy,,200.0
32,Varniraj Restaurant,Rajkot,Opp. Parimal School,"Gujarati, Punjabi",5.0,True,swiggy,,200.0
33,Theka Coffee,Rajkot,Kalawad Road,"Beverages, Cafe",5.0,True,swiggy,,270.0
34,Coffee Stand,Rajkot,Kalawad Road,Pizzas,5.0,True,swiggy,,400.0
35,Happiness Cook,Asansol,Ushagram,"Italian, Pizzas",5.0,False,swiggy,,49.0
36,Tea Day,Hosur,Bellandur,Beverages,5.0,True,swiggy,,150.0
37,Devika Kitchen,Aurangabad,CIDCO,"Beverages, North Indian",5.0,True,swiggy,,250.0
38,Tadhak - Juice & Shake,Rajkot,150 Ft Ring Road,"Juices, Beverages",5.0,True,swiggy,,200.0
39,Shree Shakti Kothi Icecream,Rajkot,Arya Nagar,"Ice Cream, Desserts",5.0,True,swiggy,,90.0
40,Snacks Time,Madurai,KK Nagar,"Beverages, Burgers",5.0,False,swiggy,,300.0
41,Moms Kitchen Co,Solapur,Central Solapur,"Indian, Fast Food",5.0,True,swiggy,,200.0
42,Hotel Sri Nachiyar Pure Veg,Madurai,Periyar,"South Indian, Biryani",5.0,True,swiggy,,200.0
43,Biryani Ours,Deoghar,Bompas Town,"Biryani, Mughlai",5.0,True,swiggy,,200.0
44,Bilal Thattukada,Thiruvananthapuram,Kazhakkoottam,"South Indian, Biryani",5.0,False,swiggy,,200.0
45,Fresh Cake Bakers,Aurangabad,Waluj,Bakery,5.0,True,swiggy,,200.0
46,Tasty Biryani House,Aurangabad,Usmanpura,Biryani,5.0,False,swiggy,,300.0
47,Prem'S,Aurangabad,Cidco,"Beverages, Chinese",5.0,True,swiggy,,400.0
48,Renu Family Restaurant,Asansol,Neamatpur,North Indian,5.0,False,swiggy,,200.0
49,London Dairy,Aurangabad,Usmanpura,"Ice Cream, Desserts",5.0,True,swiggy,,280.0
50,Cold Coffee Break,Aurangabad,CIDCO,"Beverages, Pizzas",5.0,True,swiggy,,200.0
51,Jai Maharashtra Raswanti,Aurangabad,Gulmandi,"Juices, Beverages",5.0,True,swiggy,,40.0
52,Green Chilies Curry Kitchen,Aurangabad,Usmanpura,"Indian, Biryani",5.0,False,swiggy,,500.0
53,Big Eye Food,Rajkot,Opp. Atmiya College,"Snacks, Fast Food",5.0,True,swiggy,,200.0
54,Biryani Mahal,Aurangabad,Usmanpura,Biryani,5.0,False,swiggy,,300.0
55,Tea Fam,Rajkot,Kalawad Road,"Beverages, Fast Food",5.0,True,swiggy,,120.0
56,Maa Annapurna Peda Bhandar,Deoghar,Bompas Town,Sweets,5.0,True,swiggy,,100.0
57,Sunset Shawarma,Madurai,KK Nagar,"Indian, Chinese",5.0,False,swiggy,,200.0
58,Bohri Begum,Visakhapatnam,Madhurawada,Biryani,5.0,False,swiggy,,200.0
59,Aaditya Fast Foods,Visakhapatnam,Gajuwaka,"Chinese, Snacks",5.0,False,swiggy,,199.0
60,Cafe Adda,Aurangabad,Jaswantpura,Beverages,5.0,False,swiggy,,150.0
61,BumbleBee,Aurangabad,Cidco,"North Indian, Indian",5.0,True,swiggy,,500.0
62,Cafe Cpx,Kanchrapara,"Halisahar
1596.5 km","Snacks, Pizzas",5.0,False,swiggy,,300.0
63,Shree Balaji Namkeen & Sweets,Rajkot,Gondal Road,"Sweets, Snacks",5.0,True,swiggy,,200.0
64,Food Genie,Rajkot,Madhapar,Fast Food,5.0,True,swiggy,,160.0
65,BURGER BLIZZ,Rajkot,Field Marshal Road - Mota Mava,Indian,5.0,False,swiggy,,200.0
66,Rajwadi Dabeli,Rajkot,Madhapar,Chaat,5.0,True,swiggy,,200.0
67,Vinayak Chicken Corner & Fish Land,Hubli,Vidya Nagar,"North Indian, Indian",5.0,False,swiggy,,300.0
68,The Mad Pizza Scientist,Rajkot,NANAVATI CHOWK,"Pizzas, Fast Food",5.0,False,swiggy,,300.0
69,El Nino'S Pizza,Delhi,Rohini,"Pizzas, Beverages",5.0,True,swiggy,,400.0
70,KB'S Kitchen,Visakhapatnam,Madhurawada,"North Indian, Chinese",5.0,False,swiggy,,150.0
71,23 Fusion Momos,Dharamshala,Dharamshala City,"Chinese, Beverages",5.0,False,swiggy,,300.0
72,We Chai,Dharapuram,Udumalaipettai,"Snacks, Beverages",5.0,False,swiggy,,149.0
73,Royals Curry Kulambu,Madurai,SS Colony,"Snacks, Pastas",5.0,False,swiggy,,300.0
74,Baba'S Chicken,Jaipur,Raja Park,Indian,5.0,False,swiggy,,300.0
75,The Rose Cafe,Jaipur,Jhotwara,Indian,5.0,False,swiggy,,250.0
76,Laxminath Misthan Bhandar,Jaipur,Vaishali Nagar,"Snacks, Beverages",5.0,True,swiggy,,200.0
77,Desi Curry Kitchen,Delhi,Vikas puri,Indian,5.0,True,swiggy,,249.0
78,ONE BOWL,Rajkot,Bhaktinagar,Indian,5.0,True,swiggy,,199.0
79,Eggies,Hubli,Vidya Nagar,"Indian, Chaat",5.0,False,swiggy,,100.0
80,Myfroyoland - Premium Frozen Yogurt,Thiruvananthapuram,Medical College,"Desserts, Ice Cream",5.0,True,swiggy,,500.0
81,What A Sandwich,Rajkot,Bhaktinagar,"Fast Food, Snacks",5.0,True,swiggy,,200.0
82,Scuzo,Rajkot,Madhapar,"Beverages, Waffle",5.0,True,swiggy,,248.0
83,Kamdhenu Jalpan Gruha,Rajkot,Madhapar,Snacks,5.0,True,swiggy,,45.0
84,Midnight Paratha Hub,Delhi,Janakpuri,"North Indian, Snacks",5.0,True,swiggy,,401.0
85,Vs Cafe Big Bite,Delhi,Rohini,"Fast Food, Italian",5.0,True,swiggy,,150.0
86,ANMOL MITHAI,Solapur,Central Solapur,"Snacks, Sweets",5.0,True,swiggy,,300.0
87,Wao'S Momos,Agra,Civil Lines,"Chinese, Fast Food",5.0,False,swiggy,,300.0
88,Shri Vidhi,Delhi,Rohini,Indian,5.0,True,swiggy,,150.0
89,Brewing Barista,Delhi,Rohini,"Beverages, Italian",5.0,True,swiggy,,350.0
90,Bengali Home Kitchen,Kanchrapara,"Bally
1567.6 km","Biryani, Continental",5.0,True,swiggy,,390.0
91,Abhinav Stores,Rajkot,Bhaktinagar,Snacks,5.0,True,swiggy,,200.0
92,Gokul Beverages,Rajkot,Bhaktinagar,Beverages,5.0,True,swiggy,,100.0
93,Hungry Hub,Hubli,Central Dharwad,"Street Food, Beverages",5.0,True,swiggy,,300.0
94,Fairy Cafe,Thiruvananthapuram,Pappanamcode,"Beverages, Fast Food",5.0,False,swiggy,,200.0
95,Bombay Fast Food,Rajkot,Bhakti Nagar,"Snacks, Pizzas",5.0,True,swiggy,,200.0
96,Bengali Fun Food,Kanchrapara,"Dumdum
1570.5 km","Fast Food, Snacks",5.0,False,swiggy,,198.0
97,Truecakes - Fresh | Eggless | Cakes,Hosur,Bellandur Sarjapur,"Bakery, Desserts",5.0,True,swiggy,,300.0
98,Slice O Cake,Thiruvananthapuram,Ambalamukku,Bakery,5.0,False,swiggy,,1000.0
99,Teaaro Kombucha,Thiruvananthapuram,Medical College,Beverages,5.0,True,swiggy,,300.0
100,Daili'S Foods,Thiruvananthapuram,Pappanamcode,Indian,5.0,False,swiggy,,300.0
101,Tea Know+Age,Agra,Civil Lines,Beverages,5.0,True,swiggy,,300.0
102,Raju Egg Corner,Jaipur,Vidhyadhar Nagar,Indian,5.0,False,swiggy,,200.0
103,Shibu'Ya,Jaipur,Bani Park,"Bakery, Desserts",5.0,True,swiggy,,600.0
104,CZ Bakers And Cafe,Jaipur,Jhotwara,"Bakery, Pizzas",5.0,True,swiggy,,300.0
105,Healthy Headstart,Madurai,Opp AR Hospital,"South Indian, Healthy Food",5.0,True,swiggy,,250.0
106,Roll Engineers,Delhi,Ashok Vihar,"Snacks, Fast Food",5.0,False,swiggy,,200.0
107,Food Commissioner,Delhi,Kirti Nagar,Pizzas,5.0,False,swiggy,,200.0
108,Bhogal Meat Point,Delhi,Janakpuri,Indian,5.0,False,swiggy,,800.0
109,Hungry Panthers,Rajampet,Rajampet,"Snacks, Pizzas",5.0,False,swiggy,,300.0
110,Sps Inn Bhojan Seva,Thiruvananthapuram,Thampanoor,"South Indian, Beverages",5.0,True,swiggy,,150.0
111,Achus Cafe,Thiruvananthapuram,Thampanoor,"Cafe, Juices",5.0,False,swiggy,,200.0
112,Kabab - E - Anaa,Kanchrapara,"Barasat
1576.6 km",Fast Food,5.0,False,swiggy,,200.0
113,South India Fried Chicken,Rajahmundry,Tilak Road,"Pizzas, Beverages",5.0,False,swiggy,,200.0
114,Sai Cakes,Thiruvananthapuram,Thampanoor,Bakery,5.0,True,swiggy,,420.0
115,One Bite,Kanchrapara,"Kalyani
1597.3 km","Ice Cream, Biryani",5.0,True,swiggy,,300.0
116,HAJI ALI BIRYANI,Kanchrapara,"Lake Town
1569.3 km",Biryani,5.0,False,swiggy,,200.0
117,Shanghai Cafe,Bagdogra,Pradhan Nagar,Indian,5.0,False,swiggy,,250.0
118,The Pizza Club,Delhi,Subhash Nagar,"Pizzas, Beverages",5.0,False,swiggy,,300.0
119,Food Walk,Visakhapatnam,Madhurawada,"Chinese, Indian",5.0,False,swiggy,,200.0
120,Moon Light Family Restaurant,Visakhapatnam,Gajuwaka,"Biryani, Chinese",5.0,False,swiggy,,250.0
121,Bongishwala,Kanchrapara,"Dumdum
1569.4 km",Biryani,5.0,True,swiggy,,250.0
122,Lazzat 2.0,Rampur,Civil Line,"Barbecue, Mughlai",5.0,False,swiggy,,300.0
123,Jai Mata Di Cake House,Araria,Araria,Bakery,5.0,True,swiggy,,349.0
124,Sai Srinivasa Tiffins,Kamareddy,Old NH Road,South Indian,5.0,True,swiggy,,100.0
125,Appaji Hallimane,Hospet,Chapparadahalli,Indian,5.0,True,swiggy,,200.0
126,Affordable Meals,Raipur,Civil Lines,"Pizzas, Fast Food",5.0,False,swiggy,,300.0
127,Anita Bakes,Bagdogra,Stalin Nagar,Bakery,5.0,True,swiggy,,500.0
128,Papa'S Kitchen,Bagdogra,Millanpally,"Indian, Chinese",5.0,True,swiggy,,300.0
129,Ajmals Kitchen,Thiruvananthapuram,Technopark,"South Indian, Chinese",5.0,False,swiggy,,299.0
130,Masala Marke,Bagdogra,Janta Nagar,"North Indian, Chinese",5.0,False,swiggy,,600.0
131,ANNAMITRA CATERING SERVICES,Dharapuram,Udumalaipettai,South Indian,5.0,False,swiggy,,100.0
132,Chole Bhature,Agra,Tajganj,"Fast Food, Chinese",5.0,True,swiggy,,200.0
133,Jai Tea & Snacks Corner,Agra,Dayal Bagh,Indian,5.0,True,swiggy,,400.0
134,Chintu Chinese Point,Solapur,Central Solapur,Chinese,5.0,False,swiggy,,150.0
135,K K Veg Restaurant,Jaipur,Sanganer,Indian,5.0,True,swiggy,,200.0
136,Farmhouse Subs By UrbanKisaan,Delhi,Rohini,"Healthy Food, Fast Food",5.0,False,swiggy,,300.0
137,Penniquik Coco Choice,Madurai,KK Nagar,Indian,5.0,True,swiggy,,160.0
138,Maa Mee Biryani And Fast Food,Visakhapatnam,Maa Mee Biryani And Fast Food,"Biryani, Chinese",5.0,False,swiggy,,197.0
139,Arabsque Shawarma King,Thiruvananthapuram,Technopark,Burgers,5.0,False,swiggy,,25.0
140,The Basiil,Bagdogra,Janta Nagar,"Indian, Chinese",5.0,True,swiggy,,500.0
141,Snackywood,Bagdogra,Janta Nagar,"Indian, Snacks",5.0,False,swiggy,,199.0
142,Maa Laxmi Pice Hotel,Bagdogra,Janta Nagar,"Thalis, Bengali",5.0,False,swiggy,,250.0
143,Barista Coffee,Bagdogra,Siliguri,"Beverages, Snacks",5.0,False,swiggy,,350.0
144,FNP Cakes By Ferns N Petals,Bagdogra,Sevoke Road,"Bakery, Desserts",5.0,True,swiggy,,499.0
145,Havmor Ice Cream,Hoshiarpur,Preet Nagar,"Ice Cream, Beverages",5.0,True,swiggy,,150.0
146,Pappu Nutri Kulcha,Hoshiarpur,Preet Nagar,North Indian,5.0,True,swiggy,,150.0
147,Kala Momo Unique Fast Food,Bagdogra,Khalpara,Chinese,5.0,True,swiggy,,160.0
148,Cafe Bufe,Thiruvananthapuram,Medical College,"Fast Food, Burgers",5.0,False,swiggy,,300.0
149,Sangita Snaks & Beverages,Kanchrapara,"Bally
1571.0 km","Snacks, Beverages",5.0,True,swiggy,,200.0
150,Priya'S Kitchen,Madurai,Vandiyur,Biryani,5.0,False,swiggy,,250.0
151,The Crust Pizza,Jaipur,Mansarovar Extension,"Pizzas, Pastas",5.0,True,swiggy,,300.0
152,Safed Mirch,Jaipur,OBC COLONY,"North Indian, Indian",5.0,False,swiggy,,100.0
153,M & H Bakery,Jahanabad,Jahanabad,Bakery,5.0,True,swiggy,,300.0
154,The Pindi Kitchen,Delhi,Punjabi Bagh,Punjabi,5.0,True,swiggy,,199.0
155,Hub Of Taste,Delhi,Paschim Vihar,"Chinese, Burgers",5.0,False,swiggy,,200.0
156,The Great Burger Bar,Delhi,Paschim Vihar,Chinese,5.0,True,swiggy,,199.0
157,Brulee Bake Boutique,Delhi,Kirti Nagar,"Bakery, Snacks",5.0,False,swiggy,,450.0
158,SnowFlakes,Dharapuram,Udumalaipettai,"Beverages, Ice Cream",5.0,True,swiggy,,250.0
159,Imbiss,Bagdogra,Bankim Nagar,"Fast Food, Snacks",5.0,False,swiggy,,200.0
160,Momo Treats,Bagdogra,Sukna,Chinese,5.0,False,swiggy,,250.0
161,Adv Urban Eatery,Bagdogra,Hakimpara,"Burgers, Fast Food",5.0,True,swiggy,,200.0
162,Just Chaska,Raipur,Mowa,"Chinese, Fast Food",5.0,False,swiggy,,300.0
163,The Table'S Cafe,Raipur,Patel Para,Chinese,5.0,True,swiggy,,300.0
164,O Cafe By Hotel Aarya Inn,Raipur,Station Raod,"North Indian, Indian",5.0,False,swiggy,,300.0
165,Jaganathan Arumugam,Madurai,Koodal Nagar,South Indian,5.0,True,swiggy,,300.0
166,Shree Ayyappa Home Food,Dharapuram,Udumalaipettai,"South Indian, Snacks",5.0,True,swiggy,,117.0
167,Parijat Restaurant,Sivasagar,Sivasagar,Indian,5.0,False,swiggy,,300.0
168,Mumbai Chaska,Madurai,KK Nagar,Indian,5.0,True,swiggy,,120.0
169,Sreya'S Food Plaza,Visakhapatnam,Madhurawada,"Chinese, Biryani",5.0,False,swiggy,,199.0
170,Hori Lal Pan Shop,Delhi,Punjabi Bagh,Paan,5.0,True,swiggy,,100.0
171,The Ice-Cream Land,Delhi,Rajouri Garden,"Ice Cream, Desserts",5.0,True,swiggy,,250.0
172,The Burger Bar,Madurai,Viswanathapuram,Burgers,5.0,False,swiggy,,300.0
173,Bengal Food Junction,Kanchrapara,"Barasat
1582.0 km","Indian, Bengali",5.0,False,swiggy,,300.0
174,Arabian Seekh Kabab,Raipur,Devendra Nagar,Arabian,5.0,False,swiggy,,200.0
175,Chai Jindagi,Raipur,Devendra Nagar,Beverages,5.0,True,swiggy,,300.0
176,Meat And Eat,Arakkonam,Tiruttani,"Chinese, Snacks",5.0,False,swiggy,,200.0
177,The Cloud'S,Raipur,Shankar Nagar,"Fast Food, Pastas",5.0,True,swiggy,,300.0
178,Juice Stick Premium Sugarcane Juice Shop,Thiruvananthapuram,Thampanoor,"Beverages, Juices",5.0,False,swiggy,,299.0
179,Rare Choice,Ludhiana,Model Town,"Fast Food, Indian",5.0,False,swiggy,,200.0
180,Continental Food Network,Ludhiana,Civil Lines,"Pizzas, Fast Food",5.0,True,swiggy,,250.0
181,A Food,Ludhiana,Model Town,"Fast Food, Beverages",5.0,False,swiggy,,150.0
182,Thind Lassi Center,Ludhiana,Duggri,Beverages,5.0,True,swiggy,,200.0
183,R Chicken King,Agra,Sikandra,"Biryani, Indian",5.0,False,swiggy,,400.0
184,SaladO,Agra,Civil Lines,"Healthy Food, Salads",5.0,False,swiggy,,300.0
185,Desi Touch,Ludhiana,Mair Colony Street No.11 Shimlapuri,"North Indian, Desserts",5.0,True,swiggy,,150.0
186,Pizza Pasta Sandwich Burger Point,Visakhapatnam,Madhurawada,"Pizzas, Fast Food",5.0,False,swiggy,,200.0
187,Two Chef S Magic,Madurai,KK Nagar,Biryani,5.0,False,swiggy,,300.0
188,Sardar Ji Ki Rasoi,Delhi,Kirti Nagar,"North Indian, Thalis",5.0,True,swiggy,,400.0
189,Snacks Point,Ranchi,Hatia,"Chinese, Street Food",5.0,True,swiggy,,150.0
190,Flavor Poetry,Raipur,Devendra Nagar,"Bakery, Beverages",5.0,True,swiggy,,300.0
191,Royal Cakes,Kanchrapara,"Chinar Park
1572.3 km","Bakery, Desserts",5.0,True,swiggy,,400.0
192,Tango,Raipur,Shankar Nagar,Beverages,5.0,True,swiggy,,200.0
193,Royal Shake Wala,Bahadurgarh,Bahadurgarh City,"Beverages, Juices",5.0,True,swiggy,,200.0
194,Mum'S Cafe N Resto,Kanchrapara,"Belghoria
1570.0 km",Indian,5.0,False,swiggy,,250.0
195,SHRI RADHEY CANTEEN,Bahadurgarh,Dharampura,"Fast Food, Chinese",5.0,True,swiggy,,200.0
196,Food Ustad Family Restaurant,Hoshangabad,Pratap Nagar,"Cafe, Chinese",5.0,True,swiggy,,199.0
197,"Mehaboob ""The Biryani Kiosk""",Kanchrapara,"Chinar Park
1571.3 km",Biryani,5.0,False,swiggy,,300.0
198,Chicken Darbar,Raipur,Moudhapara,"North Indian, Chinese",5.0,False,swiggy,,250.0
199,Regards Family Restaurant & Bar,Sonipat,Sonipat City,"Indian, Beverages",5.0,False,swiggy,,400.0
200,BK Cafe,Sonipat,Model Town,"American, Cafe",5.0,False,swiggy,,350.0
201,The Alexander'S Cafe,Jaipur,Manasarovar,"Italian, Fast Food",5.0,True,swiggy,,200.0
202,Chai Company,Jaipur,Jhotwara,"Beverages, Snacks",5.0,False,swiggy,,200.0
203,The Cake Hub,Visakhapatnam,Madhurawada,"Bakery, Fast Food",5.0,False,swiggy,,350.0
204,Ruchi Foods,Visakhapatnam,N A D,Indian,5.0,False,swiggy,,200.0
205,3eatiot Mummy'S Touch ( EXELNS ONLINE SERVICES PRI,Kanchrapara,"Chandannagar
1588.9 km","Indian, North Indian",5.0,False,swiggy,,300.0
206,Fresh Bitezz,Hisar,Hari Nagar,"Pizzas, Burgers",5.0,True,swiggy,,160.0
207,Biryani Bhai,Hisar,Lajpat Nagar,Biryani,5.0,True,swiggy,,200.0
208,Yaaran Di Hatti,Kanchrapara,"Chinar Park
1572.3 km",North Indian,5.0,False,swiggy,,300.0
209,SANTA'S KITCHEN,Kanchrapara,"Lake Town
1570.5 km","Indian, Chinese",5.0,False,swiggy,,400.0
210,Chinese Xpress,Raipur,Moudhapara,"Chinese, Pan-Asian",5.0,False,swiggy,,250.0
211,Indian Curry House,Raipur,Moudhapara,"North Indian, Chinese",5.0,False,swiggy,,300.0
212,Jagadeeshwari Andhra Style Food,Hubli,Vidya Nagar,"North Indian, Andhra",5.0,False,swiggy,,200.0
213,Cakes By Flower Aura,Ranchi,KATHAL MORE,"Bakery, Desserts",5.0,True,swiggy,,300.0
214,House Of Chinese,Raipur,Moudhapara,"Chinese, Pan-Asian",5.0,False,swiggy,,250.0
215,Rathore Paratha Hub,Delhi,Netaji Subhash Place,North Indian,5.0,False,swiggy,,250.0
216,Balaji Paratha Center,Jaipur,KANWAR NAGAR,Indian,5.0,True,swiggy,,200.0
217,Blaack Forest,Sivakasi,Blaack Forest,"Bakery, Cakes and Pastries",5.0,False,swiggy,,300.0
218,R.D Gupta Foods,Mainpuri,Mainpuri,"Burgers, Pizzas",5.0,False,swiggy,,200.0
219,The Garlic Clove,Kanchrapara,"Kalicharan Ghosh Road
1568.0 km","Chinese, Fast Food",5.0,False,swiggy,,300.0
220,New Crystal Palace Bar And Restaurant,Kalaburagi,Mominpura,"North Indian, Chinese",5.0,False,swiggy,,250.0
221,Cafe Hot Shots,Kalaburagi,Mominpura,"Pizzas, Burgers",5.0,False,swiggy,,199.0
222,Mummy'S Kitchen,Thiruvananthapuram,Medical College,"South Indian, Biryani",5.0,False,swiggy,,200.0
223,NY Pizza Cafe,Balasore,Balasore,"Pizzas, American",5.0,False,swiggy,,200.0
224,AM 2 PM,Balasore,Baleswwar,"Chinese, Snacks",5.0,False,swiggy,,200.0
225,The Dindigul Biriyani,Arakkonam,Sriperumbudur,Biryani,5.0,False,swiggy,,520.0
226,Yelo,Kanchrapara,"Lake Town
1569.1 km",Biryani,5.0,False,swiggy,,500.0
227,Street Chef,Thiruvananthapuram,Thampanoor,"Fast Food, Burgers",5.0,False,swiggy,,200.0
228,Hungry Hub,Dharwad,Central Dharwad,"Street Food, Beverages",5.0,True,swiggy,,300.0
229,THE Skn Refreshment By Dimple,Ludhiana,Chaura Bazar,Pizzas,5.0,True,swiggy,,100.0
230,The Homely Kitchen,Delhi,Rohini,"North Indian, Beverages",5.0,True,swiggy,,350.0
231,BL Food Corner,Delhi,Kirti Nagar,"North Indian, Chinese",5.0,False,swiggy,,150.0
232,Chinese Basket,Ludhiana,Model Gram,North Indian,5.0,False,swiggy,,250.0
233,Hotel Saket Heritage,Raigarh,Darogapara,"Beverages, Biryani",5.0,True,swiggy,,150.0
234,Ishq-E-Biryani,Kanchrapara,"Bandel
1587.8 km",Biryani,5.0,False,swiggy,,250.0
235,Best Thali,Kanchrapara,"Dumdum
1570.6 km","Indian, Thalis",5.0,False,swiggy,,400.0
236,Bikaner Biscuit Bakery,Hisar,Hisar Locality,Bakery,5.0,True,swiggy,,150.0
237,Cakery Bakery,Kanchrapara,"Chandannagar
1583.6 km",Bakery,5.0,True,swiggy,,200.0
238,MOLTEN SNOW FOOD & BEVERAGES,Kanchrapara,"Lake Town
1572.0 km",Ice Cream,5.0,True,swiggy,,100.0
239,Vhollander Bakery,Kanchrapara,"Rajarhat
1573.9 km",Snacks,5.0,False,swiggy,,200.0
240,Brewfx,Thiruvananthapuram,Thycaud,Beverages,5.0,False,swiggy,,200.0
241,Meet And Greet Cafe,Kanchrapara,"Ashutosh Ghosh Road
1582.1 km","Fast Food, Snacks",5.0,False,swiggy,,600.0
242,Mom'S Kitchen,Hubli,Old Hubli,"Indian, Biryani",5.0,False,swiggy,,200.0
243,Crashyard,Kanchrapara,"Chinar Park
1571.5 km","Chinese, Pizzas",5.0,False,swiggy,,700.0
244,Pizza X'Press,Ballia,Piparpati,"Pizzas, Fast Food",5.0,True,swiggy,,100.0
245,Hometown,Delhi,Rohini,"Pastas, Snacks",5.0,True,swiggy,,200.0
246,Indian Curry Box,Delhi,JANAKPURI,"North Indian, Chinese",5.0,False,swiggy,,200.0
247,Coffee Gram,Delhi,Janakpuri,"Beverages, Pizzas",5.0,False,swiggy,,800.0
248,Jaipur Delights,Delhi,JANAKPURI,"North Indian, Chinese",5.0,False,swiggy,,200.0
249,Cafe City Delight,Delhi,PANKHA ROAD,"North Indian, Chinese",5.0,False,swiggy,,200.0
250,S.S.Abbiruchi,Visakhapatnam,MVP Colony,South Indian,5.0,False,swiggy,,200.0
251,Nj Delights,Ludhiana,BRS Nagar,"Beverages, Pizzas",5.0,False,swiggy,,118.0
252,American Pizza Center,Ballia,Piparpati,"Pizzas, Burgers",5.0,True,swiggy,,100.0
253,Moti Mahal Delux (Reg),Rae-Bareli,Doorwani Nagar,"Indian, Chinese",5.0,False,swiggy,,399.0
254,Barkat Kyuzeen,Rae-Bareli,Doorwani Nagar,"Chinese, Indian",5.0,False,swiggy,,199.0
255,The Suger Rush,Kannauj,Kannauj,"Bakery, Desserts",5.0,True,swiggy,,200.0
256,Nisarga Garden Veg Restaurant,Haveri,Haveri,"North Indian, Indian",5.0,True,swiggy,,250.0
257,Purulians Choice,Purulia,Baligara,Chinese,5.0,False,swiggy,,200.0
258,The Food Academy,Ranchi,Lalpur,"Chinese, Pizzas",5.0,True,swiggy,,150.0
259,Deshi Rasoi,Delhi,JANAKPURI,"North Indian, Chinese",5.0,False,swiggy,,200.0
260,Delicious Meals,Delhi,JANAKPURI,"North Indian, Chinese",5.0,False,swiggy,,200.0
261,Curry Bites,Delhi,JANAKPURI,"North Indian, Chinese",5.0,False,swiggy,,200.0
262,Live Food Court,Delhi,PANKHA ROAD,"North Indian, Chinese",5.0,False,swiggy,,200.0
263,Myra Foods,Visakhapatnam,Dwarka Nagar,Indian,5.0,True,swiggy,,120.0
