hotel_id,name,city,google_rating,price_per_night_inr,amenities,source,total_reviews,condition_label,description
4598,OYO HKH Homes Near Royal Meenakshi Mall,Bangalore,4.5,,,booking,6.0,Review score,"Offering air-conditioned rooms in the Arekere district of Bangalore, OYO HKH Homes Near Royal Meenakshi Mall is 6.5 km from ISKCON Hare Krishna Temple."
4599,OYO Home 78917 Mandhara Suites,Bangalore,6.2,,,booking,26.0,Review score,"Featuring 3-star accommodation, OYO Home 78917 Mandhara Suites is located in Bangalore, 10 km from Indian Institute of Science, Bangalore and 10 km from Bangalore Palace."
4600,OYO HOME 80791A Rr Place,Lucknow,,,,booking,,,"Situated 11 km from KD Singh Stadium and 14 km from Indira Gandhi Pratishthan in Lucknow, OYO HOME 80791A Rr Place offers accommodation with a kitchenette."
4601,OYO Home 91033 Home Stays,Lucknow,2.3,,,booking,3.0,Review score,"Located just 6.4 km from Lucknow University, OYO Home 91033 Home Stays provides accommodation in Lucknow with access to a garden, a terrace, as well as a shared kitchen."
4602,OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station,Chennai,6.1,,,booking,50.0,Review score,"Featuring 3-star accommodation, OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station is located in Chennai, 8.3 km from Madras Medical College and 11 km from Chennai Trade Centre."
4603,OYO Home Dakshin Villa Ecr Near Thiruvalluvar Nagar Beach,Chennai,6.1,,,booking,55.0,Review score,"Featuring 3-star accommodation, OYO Home Dakshin Villa Ecr Near Thiruvalluvar Nagar Beach is situated in Chennai, 2.7 km from Elliot's Beach and 8.3 km from Indian Institute of Technology, Madras."
4604,OYO Home Eden Gardens,Alleppey,1.0,,,booking,2.0,Review score,"Located 6.1 km from Alleppey Lighthouse and 7.5 km from Alappuzha Railway Station in Alleppey, OYO Home Eden Gardens offers accommodation with a kitchenette."
4605,OYO Home G-cloud Near Thirumangalam Metro Station,Chennai,3.6,,,booking,7.0,Review score,"Set 11 km from Government Museum Chennai, OYO Home G-cloud Near Thirumangalam Metro Station offers rooms with air conditioning in Chennai."
4606,OYO Home Hotel Skyland,Ahmedabad,3.4,,,booking,7.0,Review score,Travel Sustainable property
4607,OYO Home JJ Residency Near Chennai International Airport,Chennai,4.5,,,booking,32.0,Review score,"Set within 8.7 km of St. Thomas Mount and 11 km of Chennai Trade Centre, OYO Home JJ Residency Near Chennai International Airport offers rooms with air conditioning and a private bathroom in Chennai."
4608,OYO Home Laxmi Inn Near Indira Nagar Metro Station,Lucknow,,,,booking,,,"Situated 4.6 km from Indira Gandhi Pratishthan and 5 km from Ambedkar Park in Lucknow, OYO Home Laxmi Inn Near Indira Nagar Metro Station offers accommodation with a kitchenette."
4609,OYO Home Midway Home Stay,BanjÄr,,,,booking,,,OYO Home Midway Home Stay is situated in BanjÄr. Guests staying at this apartment have access to a fully equipped kitchenette. The apartment has a TV.
4610,OYO Home Perumbakkam,Chennai,5.7,,,booking,3.0,Review score,"Featuring 3-star accommodation, OYO Home Perumbakkam is situated in Chennai, 16 km from St. Thomas Mount and 17 km from Indian Institute of Technology, Madras."
4611,OYO Home Residential Near Munshi Pulia Metro Station,Lucknow,1.0,,,booking,1.0,Review score,"Located 5 km from Indira Gandhi Pratishthan and 6.6 km from Ambedkar Park in Lucknow, OYO Home Residential Near Munshi Pulia Metro Station offers accommodation with a kitchenette."
4612,OYO Home Sai Krishna Nithyalam Near Jazz Cinemas Luxe,Chennai,6.2,,,booking,45.0,Review score,"Featuring 3-star accommodation, OYO Home Sai Krishna Nithyalam Near Jazz Cinemas Luxe is set in Chennai, 6 km from St. Thomas Mount and 6.6 km from Anna University."
4613,OYO Home Saraswati Niwas Vadgaon Budruk Near Fun Time Multiplex,Pune,6.7,,,booking,11.0,Review score,"8 km from Raja Dinkar Kelkar Museum, OYO Home Saraswati Niwas Vadgaon Budruk Near Fun Time Multiplex is set in Pune and offers air-conditioned rooms."
4614,OYO Home Shandar Homes,Bhopal,,,,booking,,,"Located 9.1 km from Van Vihar National Park and 10 km from Habibganj Station in Bhopal, OYO Home Shandar Homes offers accommodation with a kitchen."
4615,OYO Home Tree Service Apartment Near Ags Cinemas T Nagar,Chennai,4.1,,,booking,42.0,Review score,OYO Home Tree Service Apartment Near Ags Cinemas T Nagar features air-conditioned rooms with flat-screen TV in the T - Nagar district of Chennai.
4616,OYO Hotel Aadaab Near Birla Mandir,Hyderabad,3.0,,,booking,10.0,Review score,Travel Sustainable property
4617,OYO Hotel Airport Metro Near Chhatrapati Shivaji International Airport,Mumbai,6.0,,,booking,46.0,Review score,"Featuring 3-star accommodation, OYO Hotel Airport Metro Near Chhatrapati Shivaji International Airport is located in Mumbai, 4.9 km from Phoenix Market City Mall and 5.6 km from ISKCON."
4618,OYO Hotel Alexa,Jaipur,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel Alexa is set in Jaipur, 10 km from Jaipur Railway Station and 10 km from Govind Dev Ji Temple."
4619,OYO Hotel Apollo,KÄnpur,,,,booking,,,OYO Hotel Apollo provides free WiFi throughout the property and rooms with air conditioning in KÄnpur. All units in the hotel are equipped with a TV.
4620,OYO Hotel Apple 9,Jaipur,2.6,,,booking,26.0,Review score,OYO Hotel Apple 9 features air-conditioned rooms with TV in the Malviya Nagar district of Jaipur.
4621,OYO Hotel Aroma Classic Near Birla Mandir,Hyderabad,5.0,,,booking,73.0,Review score,"Offering air-conditioned rooms in the Nampally district of Hyderabad, OYO Hotel Aroma Classic Near Birla Mandir is 2.3 km from Ravindra Bharathi."
4622,OYO Hotel Asha,Indore,5.2,,,booking,9.0,Review score,"Featuring 3-star accommodation, OYO Hotel Asha is situated in Indore, 47 km from Mahakaleshwar Jyotirlinga and 11 km from Indore Junction Station."
4623,OYO Hotel Ashirwad Near Gautam Buddha Park,Lucknow,2.7,,,booking,3.0,Review score,"Featuring 3-star accommodation, OYO Hotel Ashirwad Near Gautam Buddha Park is set in Lucknow, 3.4 km from Lucknow University and 1.4 km from Lucknow Junction Railway Station."
4624,OYO Hotel Atithi,Bareilly,6.9,,,booking,17.0,Review score,OYO Hotel Atithi is a 3-star property situated in Bareilly. This 3-star hotel offers a shared lounge and room service. Bareilly Railway Station is 2.6 km from the hotel.
4625,OYO Hotel Avadh Near Gautam Buddha Park,Lucknow,1.0,,,booking,2.0,Review score,"Featuring 3-star accommodation, OYO Hotel Avadh Near Gautam Buddha Park is set in Lucknow, 4.2 km from Lucknow University and 3.1 km from KD Singh Stadium."
4626,OYO Hotel Ayaan,Bareilly,8.4,,,booking,108.0,Very good,OYO Hotel Ayaan is a 3-star property located in Bareilly. This 3-star hotel offers a shared kitchen and a shared lounge. Guest rooms at the hotel are equipped with a seating area.
4627,OYO Hotel Bigas,Alwar,3.7,,,booking,15.0,Review score,Travel Sustainable property
4628,OYO Hotel Blue Executive Near Chhatrapati Shivaji International Airport,Mumbai,4.6,,,booking,36.0,Review score,OYO Hotel Blue Executive Near Chhatrapati Shivaji International Airport features air-conditioned rooms with TV in the Powai district of Mumbai.
4629,OYO Hotel Blue Inn Residence Near R City Mall,Mumbai,2.6,,,booking,44.0,Review score,"Situated in Mumbai, 2.9 km from Indian Institute of Technology, Bombay, OYO Hotel Blue Inn Residence Near R City Mall features air-conditioned accommodation and a shared lounge."
4630,OYO Hotel Blue Light Near Gateway Of India Mumbai,Mumbai,2.1,,,booking,29.0,Review score,"Offering air-conditioned rooms in the Colaba district of Mumbai, OYO Hotel Blue Light Near Gateway Of India Mumbai is 500 metres from Gateway of India."
4631,OYO Hotel Blue Ocean Near R City Mall,Mumbai,2.9,,,booking,36.0,Review score,"OYO 608 Mumbai, a 3-star hotel, is a property situated in Mumbai. The property is located 2.1 km from Powai Lake and 2.2 km from Indian Institute of Technology, Bombay."
4632,OYO Hotel Blue Sea Near Chhatrapati Shivaji International Airport,Mumbai,2.3,,,booking,43.0,Review score,OYO 7407 Hotel Blue Sea offers accommodation in Mumbai. Each room at this hotel is air conditioned and comes with a flat-screen TV. There is a 24-hour front desk at the property.
4633,OYO Hotel Capetown Near Versova Beach,Mumbai,1.0,,,booking,1.0,Review score,OYO Hotel Capetown Near Versova Beach features air-conditioned rooms with TV in the Andheri district of Mumbai. This 3-star hotel offers room service and a 24-hour front desk.
4634,OYO Hotel Chanakya,Indore,,,,booking,,,"Set in Indore, 1.6 km from Indore Junction Station, OYO Hotel Chanakya features air-conditioned rooms and a restaurant. This 3-star hotel offers room service and an ATM."
4635,OYO Hotel Cielo Inn Near Shilparamam,Hyderabad,5.5,,,booking,6.0,Review score,"Offering air-conditioned rooms in the HITEC City district of Hyderabad, OYO Hotel Cielo Inn Near Shilparamam is 7.7 km from City Centre Mall."
4636,OYO Hotel City Palace,KÄnpur,3.8,,,booking,27.0,Review score,"Set in KÄnpur, 4.4 km from KÄnpur Central Station, OYO Hotel City Palace offers rooms with air conditioning. This 3-star hotel offers room service and a 24-hour front desk. The hotel has family rooms...."
4637,OYO Hotel Clarke Inn,Lucknow,1.9,,,booking,20.0,Review score,"Featuring 3-star accommodation, OYO Hotel Clarke Inn is situated in Lucknow, 8.6 km from Lucknow University and 7.1 km from Lucknow Junction Railway Station."
4638,OYO Hotel Crossroads,Jaipur,4.2,,,booking,4.0,Review score,"Located 7 km from Birla Mandir Temple, Jaipur, OYO Hotel Crossroads offers 3-star accommodation in Jaipur and features a shared lounge."
4639,OYO Hotel D Veeray,Ahmedabad,1.2,,,booking,5.0,Review score,OYO Hotel D Veeray features air-conditioned rooms with TV in the Ellis Bridge district of Ahmedabad. This 3-star hotel offers a shared lounge and room service.
4640,OYO Hotel Elite Lifestyle Red Rose Near 7d Voyage,Bangalore,5.0,,,booking,107.0,Review score,Travel Sustainable property
4641,OYO Hotel Elite Stay,Hyderabad,5.5,,,booking,4.0,Review score,"Featuring 3-star accommodation, OYO Hotel Elite Stay is located in Hyderabad, 21 km from Charminar and 21 km from Snow World. This 3-star hotel offers a shared lounge and room service."
4642,OYO Hotel Focus Elite,Jaipur,3.3,,,booking,3.0,Review score,"Featuring 3-star accommodation, OYO Hotel Focus Elite is situated in Jaipur, 1.5 km from Govind Dev Ji Temple and 6.5 km from Birla Mandir Temple, Jaipur."
4643,OYO Hotel Gagan Sagar,KÄnpur,2.5,,,booking,11.0,Review score,OYO Hotel Gagan Sagar is a 3-star property situated in KÄnpur. This 3-star hotel offers a shared kitchen and a shared lounge.
4644,OYO Hotel Galaxy,ChandÄ«garh,5.2,,,booking,19.0,Review score,Travel Sustainable property
4645,OYO Hotel Ganesham,Jaipur,8.5,,,booking,2.0,Very good,Travel Sustainable property
4646,OYO Hotel Garden View Near Versova Beach,Mumbai,1.0,,,booking,6.0,Review score,OYO Hotel Garden View Near Versova Beach features air-conditioned rooms with TV in the Western Suburbs district of Mumbai.
4647,OYO Hotel Govindam Palaza,Jaipur,4.7,,,booking,62.0,Review score,"Set less than 1 km from Jaipur Railway Station, OYO Hotel Govindam Palaza offers 3-star accommodation in Jaipur and has a shared lounge."
4648,OYO Hotel Gracious Inn,Lucknow,5.5,,,booking,2.0,Review score,"Located 11 km from Lucknow University, OYO Hotel Gracious Inn provides rooms with air conditioning in Lucknow."
4649,OYO Hotel Grand Akshay,Jaipur,4.1,,,booking,16.0,Review score,"Featuring free WiFi, OYO 12849 Hotel Grand Akshay offers accommodation in Jaipur, 6 km from Birla Mandir Temple, Jaipur. Guests can enjoy the on-site restaurant."
4650,OYO Hotel Grand Eden,Kolkata,4.1,,,booking,13.0,Review score,OYO Hotel Grand Eden features air-conditioned rooms with TV in the New Town district of Kolkata. This 3-star hotel offers room service and a 24-hour front desk.
4651,OYO Hotel Green Land,Ahmedabad,2.1,,,booking,10.0,Review score,Travel Sustainable property
4652,OYO Hotel Greenforest Near Airport Road Metro Station,Mumbai,5.3,,,booking,30.0,Review score,OYO Hotel Greenforest Near Airport Road Metro Station features air-conditioned rooms with TV in the Andheri district of Mumbai. This 3-star hotel offers a shared lounge and room service.
4653,OYO Hotel Gud Stay,Bhopal,4.9,,,booking,15.0,Review score,"Set in Bhopal, 1.6 km from Habibganj Station, OYO Hotel Gud Stay offers air-conditioned accommodation and a shared lounge."
4654,OYO Hotel Harsh,Jaipur,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel Harsh is situated in Jaipur, 8.6 km from Amber Fort and 8.7 km from Seesh Mahal."
4655,OYO Hotel Heritage Haveli,Jaipur,2.9,,,booking,9.0,Review score,"Located 2 km from Birla Mandir Temple, Jaipur, OYO Hotel Heritage Haveli offers 3-star accommodation in Jaipur and features a shared lounge."
4656,OYO Hotel Hilton View,Agra,1.0,,,booking,4.0,Review score,"Featuring 3-star accommodation, OYO Hotel Hilton View is set in Agra, 7.1 km from Agra Cantonment and 5.5 km from Agra Fort."
4657,OYO Hotel Icon Near Chhatrapati Shivaji International Airport,Mumbai,2.0,,,booking,5.0,Review score,"Featuring 3-star accommodation, OYO Hotel Icon Near Chhatrapati Shivaji International Airport is situated in Mumbai, 3.7 km from Phoenix Market City Mall and 5.3 km from Powai Lake."
4658,OYO Hotel Ishan Palace,KÄnpur,1.0,,,booking,1.0,Review score,OYO Hotel Ishan Palace is a 3-star property set in KÄnpur. This 3-star hotel offers room service and a 24-hour front desk. All guest rooms in the hotel are fitted with a TV.
4659,OYO Hotel Jai Ambay International,Jaipur,6.5,,,booking,65.0,Review score,Travel Sustainable property
4660,OYO Hotel Jai Palace,Jaipur,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel Jai Palace is set in Jaipur, 1.5 km from Jalmahal and 4.4 km from Amber Fort. This 3-star hotel offers room service."
4661,OYO Hotel Jaya Palace,Jaipur,3.5,,,booking,11.0,Review score,"Featuring 2-star accommodation, OYO Hotel Jaya Palace is situated in Jaipur, 13 km from Birla Mandir Temple, Jaipur and 15 km from Jaipur Railway Station."
4662,OYO Hotel Kamal Palace,ChandÄ«garh,3.7,,,booking,15.0,Review score,"Featuring 3-star accommodation, OYO Hotel Kamal Palace is set in ChandÄ«garh, 3.6 km from Rock Garden and 4 km from Sukhna Lake."
4663,OYO Hotel Kanchan Palace,Ahmedabad,2.7,,,booking,28.0,Review score,"Featuring 3-star accommodation, OYO Hotel Kanchan Palace is set in Ahmedabad, 4.6 km from Gandhi Ashram and 6.7 km from IIM."
4664,OYO Hotel Lavish Stay,Hyderabad,1.0,,,booking,6.0,Review score,"Featuring 3-star accommodation, OYO Hotel Lavish Stay is set in Hyderabad, 15 km from Snow World and 16 km from Jalavihar. This 3-star hotel has air-conditioned rooms with a private bathroom."
4665,OYO Hotel Liberty,Ahmedabad,3.3,,,booking,35.0,Review score,Travel Sustainable property
4666,OYO Hotel Mark Inn,Jaipur,4.5,,,booking,36.0,Review score,"Featuring 3-star accommodation, OYO Hotel Mark Inn is set in Jaipur, 4 km from Hawa Mahal - Palace of Winds and 4.5 km from City Palace. This 3-star hotel offers a shared kitchen and a shared lounge."
4667,OYO Hotel Metro International Near Birla Mandir,Hyderabad,6.0,,,booking,1.0,Review score,"Featuring 3-star accommodation, OYO Hotel Metro International Near Birla Mandir is set in Hyderabad, 200 metres from AP State Archaeology Museum and less than 1 km from Ravindra Bharathi."
4668,OYO Hotel Midiyan Palace,Jaipur,1.0,,,booking,2.0,Review score,OYO Hotel Midiyan Palace features air-conditioned rooms with TV in the Vaishali Nagar district of Jaipur. This 3-star hotel offers a shared kitchen and room service.
4669,OYO Hotel New Platinum Near Miraj Cinemas - Shalini Shivani,Hyderabad,5.4,,,booking,5.0,Review score,"5.3 km from Charminar, OYO Hotel New Platinum Near Miraj Cinemas - Shalini Shivani is set in Hyderabad and offers air-conditioned rooms."
4670,OYO Hotel New Royal Plaza,ChandÄ«garh,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel New Royal Plaza is situated in ChandÄ«garh, 7.5 km from Rock Garden and 6.2 km from Sukhna Lake."
4671,OYO Hotel Night Eye,Hyderabad,4.4,,,booking,9.0,Review score,"Featuring 3-star accommodation, OYO Hotel Night Eye is located in Hyderabad, 10 km from ISB and 18 km from Golkonda Fort. With free WiFi, this 3-star hotel offers a shared kitchen and a shared lounge...."
4672,OYO Hotel Nitya,Jaipur,2.4,,,booking,7.0,Review score,"Situated 4.6 km from City Palace, OYO Hotel Nitya features rooms with air conditioning in Jaipur. This 3-star hotel offers a shared kitchen and room service."
4673,OYO Hotel Padmini Near Birla Mandir,Hyderabad,5.0,,,booking,36.0,Review score,"Featuring 3-star accommodation, OYO Hotel Padmini Near Birla Mandir is set in Hyderabad, 600 metres from Ravindra Bharathi and 1.1 km from AP State Archaeology Museum."
4674,OYO Hotel Palace Inn Near Don Bosco Borivali Metro Station,Mumbai,,,,booking,,,OYO Hotel Palace Inn Near Don Bosco Borivali Metro Station features air-conditioned rooms with TV in the Borivali district of Mumbai.
4675,OYO Hotel Paradise Inn Near Gautam Buddha Park,Lucknow,,,,booking,,,"Located in Lucknow, 4.1 km from Lucknow University, OYO Hotel Paradise Inn Near Gautam Buddha Park provides rooms with air conditioning."
4676,OYO Hotel Patil Palace,Mumbai,,,,booking,,,OYO Hotel Patil Palace provides air-conditioned rooms in Mumbai. This 3-star hotel offers a shared kitchen and room service. The hotel features family rooms.
4677,OYO Hotel Pdm,Ajmer,6.2,,,booking,4.0,Review score,"Featuring 3-star accommodation, OYO Hotel Pdm is situated in Ajmer, 6.6 km from Ana Sagar Lake and 6.9 km from Ajmer Sharif. This 3-star hotel offers room service and a 24-hour front desk."
4678,OYO Hotel Pmr Near Ascendas Park Square Mall,Bangalore,4.2,,,booking,113.0,Review score,Travel Sustainable property
4679,OYO Hotel Prayag,Jaipur,,,,booking,,,"Situated in Jaipur, 2.5 km from Hawa Mahal - Palace of Winds, OYO Hotel Prayag features air-conditioned accommodation and a shared lounge."
4680,OYO Hotel R K Residency Near Carnival Krishna Cinema,Lucknow,4.5,,,booking,2.0,Review score,"Featuring 3-star accommodation, OYO Hotel R K Residency Near Carnival Krishna Cinema is located in Lucknow, 7.9 km from Lucknow University and 5.4 km from Lucknow Junction Railway Station."
4681,OYO Hotel Raj Residency,AlÄ«garh,,,,booking,,,"Situated in AlÄ«garh, 13 km from Aligarh Muslim University, OYO Hotel Raj Residency features rooms with air conditioning. The rooms in the hotel are fitted with a TV."
4682,OYO Hotel Rajni Guest House,Agra,6.0,,,booking,1.0,Review score,"Set in Agra, 3.1 km from Taj Mahal, OYO Hotel Rajni Guest House offers air-conditioned rooms and a restaurant. This 3-star hotel offers room service and a 24-hour front desk."
4683,OYO Hotel Rawat Palace,AlÄ«garh,1.0,,,booking,2.0,Review score,"8.2 km from Aligarh Muslim University, OYO Hotel Rawat Palace is located in AlÄ«garh and provides air-conditioned rooms. All units in the hotel are equipped with a TV."
4684,OYO Hotel Red Fort,Jaipur,5.4,,,booking,14.0,Review score,"Red Fort Heritage Hotel is located in Amer, just 1.4 km from the beautiful Amer Fort. Free WiFi access is available in the public areas of the property."
4685,OYO Hotel Regency Near Acropolis Mall,Kolkata,6.3,,,booking,38.0,Review score,"Located 6.6 km from Kalighat Kali Temple, OYO Hotel Regency Near Acropolis Mall provides rooms with air conditioning in Kolkata."
4686,OYO Hotel Relax Inn Near City Centre Salt Lake,Kolkata,8.0,,,booking,1.0,Very good,"Featuring 3-star accommodation, OYO Hotel Relax Inn Near City Centre Salt Lake is situated in Kolkata, 7.8 km from Dumdum Metro Station and 8.3 km from M G Road Metro Station."
4687,OYO Hotel Rio Inn,Anand,1.0,,,booking,1.0,Review score,"Featuring 3-star accommodation, OYO Hotel Rio Inn is located in Anand, 300 metres from Anand Railway Station and 40 km from Vadodara Railway Station."
4688,OYO Hotel Rk View Near Birla Mandir,Hyderabad,1.5,,,booking,4.0,Review score,"Featuring 3-star accommodation, OYO Hotel Rk View Near Birla Mandir is located in Hyderabad, 1.5 km from City Centre Mall and 4.9 km from Ravindra Bharathi."
4689,OYO Hotel S-14,Jaipur,2.0,,,booking,5.0,Review score,"Featuring 3-star accommodation, OYO Hotel S-14 is situated in Jaipur, 7.1 km from Govind Dev Ji Temple and 7.6 km from Birla Mandir Temple, Jaipur."
4690,OYO Hotel Saba Service Apartments Near Birla Mandir,Hyderabad,6.5,,,booking,34.0,Review score,"Attractively located in Hyderabad, OYO Hotel Saba Service Apartments Near Birla Mandir features a continental breakfast and free WiFi throughout the property."
4691,OYO Hotel Safari Inn,Ahmedabad,5.8,,,booking,10.0,Review score,OYO Hotel Safari Inn features air-conditioned rooms with TV in the Navarangpura district of Ahmedabad. This 3-star hotel offers room service and a 24-hour front desk.
4692,OYO Hotel Sai President,Agra,4.5,,,booking,2.0,Review score,"With 2.5 km away from the Agra Fort, hotel sai president is well enabled with a bar, a conference hall, and a banquet hall. The hotel rooms are fully air conditioned and WiFi enabled."
4693,OYO Hotel Samrat,KÄnpur,6.3,,,booking,3.0,Review score,OYO Hotel Samrat is a 3-star property located in KÄnpur. Guest rooms at the hotel are equipped with a seating area.
4694,OYO Hotel Saroj,Nashik,5.2,,,booking,31.0,Review score,Travel Sustainable property
4695,OYO Hotel Satya Villas,Bhopal,2.3,,,booking,23.0,Review score,"Featuring 3-star accommodation, OYO Hotel Satya Villas is located in Bhopal, 1.4 km from Habibganj Station and 7.3 km from Museum of Man. This 3-star hotel offers a shared kitchen and a shared lounge...."
4696,OYO Hotel Satyam Inn,Bhopal,1.0,,,booking,1.0,Review score,"Featuring 3-star accommodation, OYO Hotel Satyam Inn is set in Bhopal, 6.3 km from Habibganj Station and 7.5 km from Museum of Man. This 3-star hotel offers room service."
4697,OYO Hotel Shan,Jaipur,4.7,,,booking,15.0,Review score,OYO Hotel Shan features air-conditioned rooms with TV in the C Scheme district of Jaipur. This 3-star hotel offers room service and a 24-hour front desk.
4698,OYO Hotel Sharma Ji Inn,AlÄ«garh,7.0,,,booking,3.0,Good,OYO Hotel Sharma Ji Inn is a 3-star property set in AlÄ«garh. This 3-star hotel offers room service and a 24-hour front desk. Aligarh Muslim University is 4.8 km from the hotel.
4699,OYO Hotel Shree Shyam Palace,Jaipur,7.5,,,booking,2.0,Good,"OYO Hotel Shree Shyam Palace features air-conditioned rooms with TV in the Vaishali Nagar district of Jaipur. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
4700,OYO Hotel Shri Chaitra,Hyderabad,3.2,,,booking,5.0,Review score,"Located 13 km from Mecca Masjid, OYO Hotel Shri Chaitra offers 3-star accommodation in Hyderabad and features a shared lounge."
4701,OYO Hotel Shubham Inn,Ahmedabad,5.0,,,booking,17.0,Review score,Travel Sustainable property
4702,OYO Hotel Shyam Near Snow World,Hyderabad,2.5,,,booking,4.0,Review score,"Featuring 3-star accommodation, OYO Hotel Shyam Near Snow World is situated in Hyderabad, 3.8 km from Snow World and 4.4 km from Jalavihar."
4703,OYO Hotel Ska Hometel,ChandÄ«garh,3.0,,,booking,2.0,Review score,"Featuring 3-star accommodation, OYO Hotel Ska Hometel is set in ChandÄ«garh, 4.2 km from Rock Garden and 4.7 km from Sukhna Lake. This 3-star hotel offers a shared kitchen and a shared lounge."
4704,OYO Hotel Skyview,Jaipur,5.2,,,booking,5.0,Review score,"Featuring 3-star accommodation, OYO Hotel Skyview is situated in Jaipur, 10 km from Govind Dev Ji Temple and 12 km from Birla Mandir Temple, Jaipur."
4705,OYO Hotel Sna Grand Near Sudarshan Cinema,Lucknow,1.0,,,booking,2.0,Review score,"Featuring 3-star accommodation, OYO Hotel Sna Grand Near Sudarshan Cinema is situated in Lucknow, 4.6 km from Lucknow University and 1.5 km from Lucknow Junction Railway Station."
4706,OYO Hotel Soundarya Inn,Visakhapatnam,2.6,,,booking,7.0,Review score,"Set in Visakhapatnam, OYO Hotel Soundarya Inn offers 3-star accommodation with private balconies. This 3-star hotel offers a shared lounge and room service."
4707,OYO Hotel Sri Deepika Ramachandran Residency,Visakhapatnam,3.4,,,booking,28.0,Review score,"Set 14 km from Indira Gandhi Zoological Park, OYO Hotel Sri Deepika Ramachandran Residency offers rooms with air conditioning in Visakhapatnam."
4708,OYO Hotel Star Board,Jaipur,5.9,,,booking,22.0,Review score,Travel Sustainable property
4709,OYO Hotel Stylin Guest House Near Thiruvalluvar Nagar Beach,Chennai,,,,booking,,,"Offering air-conditioned rooms in the South Chennai district of Chennai, OYO Hotel Stylin Guest House Near Thiruvalluvar Nagar Beach is 4.6 km from Indian Institute of Technology, Madras."
4710,OYO Hotel Subod Lodging,Mumbai,1.0,,,booking,1.0,Review score,"Set 21 km from Phoenix Market City Mall, OYO Hotel Subod Lodging offers 3-star accommodation in Mumbai and has a restaurant."
4711,OYO Hotel Supreme,ChandÄ«garh,4.6,,,booking,29.0,Review score,"Featuring 3-star accommodation, OYO Hotel Supreme is set in ChandÄ«garh, 3.6 km from Rock Garden and 2.7 km from Sukhna Lake. This 3-star hotel offers a shared kitchen and a shared lounge."
4712,OYO Hotel Surya,Ahmedabad,2.8,,,booking,25.0,Review score,"Featuring 3-star accommodation, OYO Hotel Surya is located in Ahmedabad, 5.8 km from Gandhi Ashram and 8.1 km from IIM. This 3-star hotel offers room service and a 24-hour front desk."
4713,OYO Hotel The Orient Tree,Agra,3.4,,,booking,5.0,Review score,"Featuring 3-star accommodation, OYO Hotel The Orient Tree is set in Agra, 2.2 km from Taj Mahal and 7.3 km from Agra Cantonment."
4714,OYO Hotel Tiranga,Pune,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel Tiranga is located in Pune, 29 km from University of Pune and 31 km from Bund Garden."
4715,OYO Hotel Vijay Laxmi Residency Near Erragadda Metro Station,Hyderabad,3.0,,,booking,5.0,Review score,"Featuring 3-star accommodation, OYO Hotel Vijay Laxmi Residency Near Erragadda Metro Station is located in Hyderabad, 6 km from City Centre Mall and 7.5 km from Hussain Sagar Lake."
4716,OYO Hotel Vijeet Palace,Jaipur,4.5,,,booking,20.0,Review score,"Situated in the M.I. Road district in Jaipur, 500 metres from Sindhi Camp, Vaccinated Staff- OYO 22544 Hotel Vijeet Palace boasts air-conditioned rooms with free WiFi throughout the property."
4717,OYO Hotel Vimal Residency Near Sahara Ganj Mall,Lucknow,3.8,,,booking,4.0,Review score,Travel Sustainable property
4718,OYO Hotel Vishwa,Bhopal,1.0,,,booking,2.0,Review score,"Featuring 3-star accommodation, OYO Hotel Vishwa is situated in Bhopal, 1.7 km from Habibganj Station and 7 km from Museum of Man. This 3-star hotel offers a shared lounge and room service."
4719,OYO Hotel Weekend Rooms,Surat,5.4,,,booking,28.0,Review score,"Situated in Surat, OYO Hotel Weekend Rooms offers 3-star accommodation with a restaurant. This 3-star hotel offers room service and a 24-hour front desk."
4720,OYO Hotel Yash Galaxy,KÄnpur,,,,booking,,,"Located in KÄnpur, 4 km from KÄnpur Central Station, OYO Hotel Yash Galaxy provides rooms with air conditioning. This 3-star hotel offers room service and a 24-hour front desk."
4721,OYO Hotel Yatrik,Jaipur,,,,booking,,,"Featuring 3-star accommodation, OYO Hotel Yatrik is set in Jaipur, 5.5 km from Govind Dev Ji Temple and 11 km from Jaipur Railway Station."
4722,OYO Imax Inn Near Charminar,Hyderabad,5.4,,,booking,45.0,Review score,"Hotel Imax Inn is set in Haidar SÄhibgÅ«da, 8 km from Hyderabad.This accommodation features free WiFi and private parking."
4723,OYO Imperial Guest House Near Lumbini Park,Hyderabad,2.1,,,booking,15.0,Review score,"Featuring 3-star accommodation, OYO Imperial Guest House Near Lumbini Park is situated in Hyderabad, 1.9 km from City Centre Mall and 3.3 km from Hussain Sagar Lake."
4724,OYO Indigoo Rajdhani Hotel Near Gautam Buddha Park,Lucknow,4.0,,,booking,3.0,Review score,"Situated in Lucknow, 3 km from Lucknow University, OYO Indigoo Rajdhani Hotel Near Gautam Buddha Park features air-conditioned accommodation and a restaurant."
