hotel_id,name,city,google_rating,price_per_night_inr,amenities,source,total_reviews,condition_label,description
2055,Homestays at Rajhans BELLIZA Near Airport,Surat,7.2,,,booking,10.0,Good,Travel Sustainable property
2056,HomeStays by House of Nelson,Chennai,,,,booking,,,"Ideally set right in the centre of Chennai, HomeStays by House of Nelson offers city views and a garden, as well as a terrace."
2057,Hometel Chandigarh,ChandÄ«garh,6.8,,,booking,275.0,Review score,Travel Sustainable property
2058,Homewood Suites ( Service Apartments),Hyderabad,6.6,,,booking,29.0,Review score,"Homewood Suites ( Service Apartments) has air-conditioned guest accommodation in Hyderabad, 5.6 km from ISB, 8.7 km from Golkonda Fort and 11 km from City Centre Mall."
2059,Homez,Lucknow,,,,booking,,,"Homez, a property with a terrace, is set in Lucknow, 3.6 km from Lucknow University, 2.4 km from KD Singh Stadium, as well as 2.9 km from Lucknow Junction Railway Station."
2060,Honest Homes At Belliza Near Surat Airport,Surat,8.1,,,booking,40.0,Very good,"Featuring a restaurant, Honest Homes At Belliza Near Surat Airport provides accommodation in Surat with free WiFi and pool views."
2061,Honolulu Home,Cochin,8.2,,,booking,60.0,Very good,"Only 10 metres from Kokers Theatre and CCEA Road, Honolulu Homestay offers simple guestrooms with free Wi-Fi."
2062,Hoodo - HBR Layout Bangalore Apartments,Bangalore,9.5,,,booking,6.0,Exceptional,"Set in Bangalore in the Karnataka region, Hoodo - HBR Layout Bangalore Apartments offers accommodation with free WiFi and free private parking."
2063,Hoodo I Mia - Stunning One Bedroom Apartment,Bangalore,,,,booking,,,"Set 13 km from Commercial Street and 13 km from Chinnaswamy Stadium in Bangalore, Hoodo I Mia - Stunning One Bedroom Apartment offers accommodation with a kitchen."
2064,Hope Inn,Kolkata,10.0,,,booking,1.0,Exceptional,"Set in Kolkata, 6.8 km from Sealdah Railway Station, Hope Inn offers air-conditioned rooms and a terrace."
2065,Hostel Gandhi,Chennai,8.3,,,booking,388.0,Very good,"Situated in Chennai, 1.2 km from Anna University, Hostel Gandhi features accommodation with a shared lounge, free private parking, a terrace and a restaurant."
2066,Hostel ivory,Jaipur,8.4,,,booking,28.0,Very good,"Located in Jaipur and with Jantar Mantar, Jaipur reachable within 2.9 km, Hostel ivory provides a garden, non-smoking rooms, free WiFi and a terrace."
2067,Hostel Mantra,Mumbai,7.4,,,booking,156.0,Good,"Located in Mumbai and with Juhu Beach reachable within 2.4 km, Hostel Mantra provides a tour desk, rooms, a shared lounge, free WiFi and a terrace."
2068,hotel 03 town house inn,Agra,10.0,,,booking,2.0,Exceptional,"Hotel 03 town house inn features rooms with private balconies in the centre of Agra. Featuring a restaurant, this 2-star hotel has air-conditioned rooms with a private bathroom."
2069,Hotel 18Keys,Bhopal,5.0,,,booking,1.0,Review score,"Situated in Bhopal, 2.8 km from Habibganj Station, Hotel 18Keys features accommodation with a terrace, free private parking and a restaurant."
2070,Hotel 21 Next To Chd Railway Station,ChandÄ«garh,6.9,,,booking,22.0,Review score,Travel Sustainable property
2071,HOTEL 42,Amritsar,6.0,,,booking,1.0,Review score,Travel Sustainable property
2072,"Hotel 440, A Serene Stay",Ahmedabad,7.5,,,booking,83.0,Good,"4 km from IIM, Hotel 440, A Serene Stay is located in Ahmedabad and offers air-conditioned rooms. Boasting a terrace, this property is situated near attractions such as British Council Library."
2073,Hotel 49,Amritsar,7.8,,,booking,13.0,Good,Travel Sustainable property
2074,Hotel 50-50,Amritsar,7.1,,,booking,9.0,Good,"Featuring a bar, Hotel 50-50 is located in Amritsar in the Punjab region, 3.8 km from Golden Temple and 3.5 km from Jallianwala Bagh."
2075,Hotel 51,Amritsar,7.1,,,booking,25.0,Good,Travel Sustainable property
2076,"Hotel 98, Amritsar",Amritsar,9.7,,,booking,6.0,Exceptional,Travel Sustainable property
2077,Hotel A S Palace & Restaurant By WB Inn,Agra,,,,booking,,,Hotel A S Palace & Restaurant By WB Inn provides rooms in Agra near Agra Fort Railway Station and Moti Masjid.
2078,Hotel A S Suite,Mumbai,2.2,,,booking,6.0,Review score,"Offering air-conditioned rooms in the Andheri district of Mumbai, Hotel A S Suite is 4.2 km from Phoenix Market City Mall. This 3-star hotel offers an ATM."
2079,hotel a star,Amritsar,,,,booking,,,"Featuring 4-star accommodation, hotel a star is located in Amritsar, 4.5 km from Golden Temple and 3.8 km from Jallianwala Bagh."
2080,Hotel A. K. International - Fort,Mumbai,5.8,,,booking,148.0,Review score,"Located in Mumbai, 1.1 km from Rajabai Clock Tower, Hotel A. K. International boasts air-conditioned rooms with free WiFi. Guests can enjoy the on-site restaurant. Every room has a flat-screen TV."
2081,Hotel Aakriti Clarks Inn Express,Bareilly,9.0,,,booking,5.0,Superb,"Situated 4.3 km from Bareilly Railway Station, Hotel Aakriti Clarks Inn Express offers 2-star accommodation in Bareilly and has a restaurant."
2082,"Hotel Aamantran Avenue, Ujjain",Indore,2.3,,,booking,4.0,Review score,"Set in Indore in the Madhya Pradesh region, with Mahakaleshwar Jyotirlinga and Ujjain Junction Station nearby, Hotel Aamantran Avenue, Ujjain offers accommodation with free private parking."
2083,Hotel Aaradhya Residency,Agra,,,,booking,,,"Featuring 3-star accommodation, Hotel Aaradhya Residency is set in Agra, 4.8 km from Taj Mahal and 6.6 km from Agra Cantonment. This 3-star hotel offers room service and a 24-hour front desk."
2084,Hotel Aarav 94,Indore,,,,booking,,,"Located in Indore, within 4.9 km of Indore Junction Station and 6.2 km of Rajwada Palace, Hotel Aarav 94 provides accommodation with a restaurant and as well as free private parking for guests who..."
2085,Hotel Aarjee Crescent Jaipur,Jaipur,,,,booking,,,Travel Sustainable property
2086,Hotel Aarna,Jaipur,9.5,,,booking,8.0,Exceptional,"Located in Jaipur, within 10 km of Birla Mandir Temple, Jaipur and 12 km of Govind Dev Ji Temple, Hotel Aarna provides accommodation with a restaurant and free WiFi throughout the property as well as..."
2087,Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,jamshedpur,4.0,1384.0,"3-star hotel, Free breakfast, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",google,,,
2088,Hotel Abad Inn,Mumbai,3.5,,,booking,13.0,Review score,Hotel Abad Inn features air-conditioned rooms with flat-screen TV in the Colaba district of Mumbai. This 1-star hotel offers room service and a 24-hour front desk.
2089,Hotel Abad Plaza,Cochin,7.9,,,booking,1007.0,Good,Travel Sustainable property
2090,Hotel Abad,Cochin,7.5,,,booking,195.0,Good,Travel Sustainable property
2091,Hotel Abhay Haveli,Jaipur,1.0,,,booking,1.0,Review score,Hotel Abhay Haveli features air-conditioned rooms with flat-screen TV in the Vaishali Nagar district of Jaipur. This 3-star hotel offers room service and a 24-hour front desk.
2092,HOTEL ABHIMAANI VASATHI,Bangalore,6.5,,,booking,149.0,Review score,"Situated in Bangalore, 2.1 km from Bangalore City Railway Station, HOTEL ABHIMAANI VASATHI features accommodation with a fitness centre, free private parking, a restaurant and a bar."
2093,Hotel Abhineet Palace,Jaipur,9.5,,,booking,2.0,Exceptional,"Offering a restaurant, Hotel Abhineet Palace is located in Jaipur. The magnificent Birla Temple is 2.5 km away. Each room here will provide you with a TV and cable channels."
2094,Hotel Abode,Amritsar,6.6,,,booking,124.0,Review score,"Hotel Abode is set in Amritsar, 600 metres from Partition Museum and 1.4 km from Amritsar Bus Stand. Boasting a concierge service, this property also provides guests with a restaurant."
2095,Hotel Adarsh Palace,Bhopal,7.3,,,booking,157.0,Good,"Offering a restaurant, Hotel Adarsh Palace is located in BhopÄl. Free WiFi access is available. The Bhopal Junction Railway Station is just 700 metres away."
2096,Hotel Aditya Inn,Lucknow,,,,booking,,,"Set within 4.9 km of Lucknow Junction Railway Station and 7.4 km of KD Singh Stadium, Hotel Aditya Inn provides rooms in Lucknow."
2097,Hotel Aditya Residency,Bhopal,7.3,,,booking,17.0,Good,"Situated in Bhopal, Hotel Aditya Residency features 4-star accommodation with private balconies."
2098,Hotel Adi,Nagpur,5.1,,,booking,7.0,Review score,Hotel Adi provides simple accommodation with modern amenities in Karve Nagar.
2099,Hotel Adore Palace,Mumbai,6.2,,,booking,90.0,Review score,Travel Sustainable property
2100,Hotel Afsha,kolkata,3.4,1285.0,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Accessible, 0",google,,,
2101,Hotel AGC,Aurangabad,6.3,,,booking,46.0,Review score,"Housed in a distinctive red-brick building, Hotel Agc offers relaxing stays in classic rooms set in landscaped grounds. It features free WiFi, a rooftop tennis court and outdoor pool with hot tub."
2102,HOTEL AHLAN BY BLUSTAYS,Mumbai,6.2,,,booking,28.0,Review score,HOTEL AHLAN BY BLUSTAYS offers free WiFi throughout the property and rooms with air conditioning in Mumbai.
2103,HOTEL AIR VIEW,Kolkata,4.5,,,booking,13.0,Review score,Travel Sustainable property
2104,Hotel Air View,Mumbai,4.2,,,booking,14.0,Review score,"Situated in Mumbai, within 4.8 km of Prithvi Theatre and 5.6 km of ISKCON, Hotel Air View features accommodation with a terrace and as well as free private parking for guests who drive."
2105,Hotel Aira,vijayawada,4.1,2704.0,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",google,,,
2106,Hotel Airlines International,Mumbai,5.3,,,booking,29.0,Review score,"Just a 10-minute walk to Santacruz Railway Station, Hotel Airlines International is located in Mumbai. It features free Wi-Fi, free parking and air-conditioned rooms with a TV."
2107,Hotel Airlines,Kolkata,5.9,,,booking,56.0,Review score,Travel Sustainable property
2108,Hotel airport annex,Mumbai,6.5,,,booking,109.0,Review score,"Set in Mumbai, within 5.4 km of Phoenix Market City Mall and 5.6 km of Powai Lake, Hotel airport annex offers accommodation with a terrace and free WiFi as well as free private parking for guests who..."
2109,Hotel Airport City,Bangalore,7.5,,,booking,177.0,Good,Travel Sustainable property
2110,Hotel Airport International Mumbai,Mumbai,6.8,,,booking,430.0,Review score,Travel Sustainable property
2111,HOTEL AIRPORT KK,Nagpur,6.6,,,booking,38.0,Review score,Travel Sustainable property
2112,Hotel Airport Prime -Near Mumbai International Airport Andheri East,Mumbai,4.9,,,booking,76.0,Review score,Hotel Airport Prime -Near Mumbai International Airport Andheri East features air-conditioned rooms with flat-screen TV in the Andheri district of Mumbai.
2113,Hotel Airside,Mumbai,5.9,,,booking,363.0,Review score,"Set 2.8 km from Phoenix Market City Mall, Hotel Airside offers 3-star accommodation in Mumbai and has a restaurant."
2114,Hotel Airways,Kolkata,5.6,,,booking,5.0,Review score,"Featuring 1-star accommodation, Hotel Airways is situated in Kolkata, 45 km from Ranaghat Junction and 49 km from West Bengal State University."
2115,Hotel Aiswarya,Cochin,7.1,,,booking,285.0,Good,"Hotel Aiswarya is located in the city centre, a 2-minute walk from the South Railway Station and K.T.D. C Tourist Information Centre. It offers a restaurant and free parking on site."
2116,Hotel Ajmer Heritage,Ajmer,6.5,,,booking,2.0,Review score,Travel Sustainable property
2117,Hotel Ajmer regency,Ajmer,7.1,,,booking,74.0,Good,"Featuring 3-star accommodation, Hotel Ajmer regency is set in Ajmer, 1.1 km from Ajmer Junction and 1.8 km from Ajmer Sharif."
2118,Hotel Ajmer Tower,Ajmer,7.3,,,booking,98.0,Good,"Set in Ajmer, 1.2 km from Ajmer Sharif, Hotel Ajmer Tower offers accommodation with a shared lounge, free private parking, a terrace and a restaurant."
2119,Hotel AK International,hazaribagh,3.6,4060.0,"0, 0, 0, 0, 0, 0, 0, 0, 0",google,,,
2120,HOTEL AKMG TOWERS,Chennai,8.5,,,booking,11.0,Very good,"Set in Chennai, 500 metres from Chennai Central Railway Station, HOTEL AKMG TOWERS offers accommodation with a terrace, free private parking, a restaurant and a bar."
2121,Hotel Akoya - HITECH City Hyderabad,Hyderabad,7.9,,,booking,236.0,Good,Travel Sustainable property
2122,Hotel Aksa Inn Versova Mhada,Mumbai,6.8,,,booking,16.0,Review score,"Featuring 2-star accommodation, Hotel Aksa Inn Versova Mhada is situated in Mumbai, 2.3 km from Juhu Beach and 2.5 km from Versova Beach."
2123,Hotel Aksa,Mumbai,5.1,,,booking,20.0,Review score,Travel Sustainable property
2124,HOTEL AL IBRAHIM,Mumbai,,,,booking,,,"Located in the centre of Mumbai, 2.9 km from Girgaum Chowpatty Beach, HOTEL AL IBRAHIM provides air-conditioned rooms and free WiFi. This 3-star hotel offers room service."
2125,Hotel Al Madina palace,Mumbai,6.0,,,booking,83.0,Review score,Hotel Al Madina palace is located in Mumbai. The iconic Gateway of India is 2 km. Free WiFi access is available in the public areas of the property. Each room here will provide you with a seating...
2126,Hotel Al Sharif Manzil 90 Mtrs from Dargah,Ajmer,7.1,,,booking,23.0,Good,"Featuring 2-star accommodation, Hotel Al Sharif Manzil 90 Mtrs from Dargah is located in Ajmer, 300 metres from Ajmer Sharif and 300 metres from Dargah Sharif."
2127,Hotel Alfa Heritage,Mumbai,6.1,,,booking,28.0,Review score,"Conveniently set in the centre of Mumbai, Hotel Alfa Heritage provides air-conditioned rooms with free WiFi, free private parking and room service. This 3-star hotel offers a garden."
2128,Hotel Alic,Ahmedabad,,,,booking,,,"Set within 2 km of Sardar Patel Stadium and 5.6 km of Gandhi Ashram, Hotel Alic offers rooms with air conditioning and a private bathroom in Ahmedabad."
2129,Hotel Alka Inn,Ahmedabad,8.2,,,booking,479.0,Very good,Travel Sustainable property
2130,Hotel Alleviate,Agra,6.5,,,booking,662.0,Review score,Travel Sustainable property
2131,Hotel Alpha Omega,sikkim,5.0,930.0,"0, 0, 0, 0, 0, 0, 0, 0, 0",google,,,
2132,HOTEL AMALFI GRAND,patna,4.1,4004.0,"4-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle",google,,,
2133,Hotel Amanda,Lucknow,6.8,,,booking,65.0,Review score,"Featuring 3-star accommodation, Hotel Amanda is located in Lucknow, 4.4 km from Indira Gandhi Pratishthan and 6.1 km from Ambedkar Park."
2134,Hotel Amar palace,Jaipur,,,,booking,,,"Situated in Jaipur, within 3.5 km of Birla Mandir Temple, Jaipur and 4.8 km of Hawa Mahal - Palace of Winds, Hotel Amar palace features accommodation with a restaurant and as well as free private..."
2135,Hotel Ambassador,Indore,7.4,,,booking,19.0,Good,"Located within just 1 km from the Indore Railway Station and Sarwate Bus Station, Hotel Ambassador provides 24-hour front desk for the convenience of the guests."
2136,Hotel Amber Continental,Bareilly,10.0,,,booking,2.0,Exceptional,Travel Sustainable property
2137,Hotel Amber Palace Mumbai Central,Mumbai,5.9,,,booking,197.0,Review score,"Attractively located in the South Mumbai district of Mumbai, Treebo Trend Amber Palace Mumbai Central  is situated 1.7 km from Girgaum Chowpatty Beach, 300 metres from Chor Bazaar and 1.4 km from Mohd..."
2138,HOTEL AMBICAS JEWEL,Visakhapatnam,8.6,,,booking,8.0,Fabulous,Travel Sustainable property
2139,"Hotel Ambience Excellency, Wakad, Pune",Pune,7.3,,,booking,15.0,Good,"Situated 10 km from University of Pune, Hotel Ambience Excellency, Wakad, Pune offers 3-star accommodation in Pune and has a fitness centre, a terrace and a bar."
2140,HOTEL AMBIENCE PUNE,Pune,7.4,,,booking,5.0,Good,"Situated in Pune, 1.5 km from Fergusson College, HOTEL AMBIENCE PUNE features accommodation with a shared lounge, free private parking, a restaurant and a bar."
2141,Hotel Ambience,gwalior,3.9,2191.0,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",google,,,
2142,Hotel Ambika Palace,Agra,,,,booking,,,"Ideally set in the centre of Agra, Hotel Ambika Palace offers air-conditioned rooms with free private parking and room service."
2143,Hotel Amer City,Jaipur,,,,booking,,,"Hotel Amer City features air-conditioned rooms with flat-screen TV in the Amer Fort Road district of Jaipur. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
2144,Hotel Amer Classic,Jaipur,7.0,,,booking,75.0,Good,Travel Sustainable property
2145,Hotel Ameya,Mumbai,7.1,,,booking,39.0,Good,"Located in Mumbai, 2.5 km from Mahim Beach, Hotel Ameya provides accommodation with free WiFi and free private parking."
2146,Hotel Amfahh by WB Inn,Mumbai,1.0,,,booking,1.0,Review score,Hotel Amfahh by WB Inn features air-conditioned rooms with flat-screen TV in the Andheri district of Mumbai.
2147,Hotel Amigo,Mumbai,6.8,,,booking,49.0,Review score,"Hotel Amigo is situated in Mumbai, 1 km from Siddhi Vinayak Temple. Guests can enjoy the on-site restaurant. Free private parking is available on site."
2148,Hotel Amritsar Inn,Amritsar,5.8,,,booking,10.0,Review score,"Located in Amritsar, 2.7 km from Golden Temple, Hotel Amritsar Inn provides accommodation with a shared lounge, free private parking, a terrace and a restaurant."
2149,Hotel Amritsar International,amritsar,4.0,1900.0,"3-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",google,,,
2150,Hotel Amrta,Nagpur,8.3,,,booking,9.0,Very good,"Featuring 3-star accommodation, Hotel Amrta is situated in Nagpur, 2.7 km from Vidarbha Cricket Association Stadium and 1 km from Zero Mile Stone Nagpur."
2151,Hotel Amulya shri,Bhopal,,,,booking,,,"Situated in Bhopal, within 1.9 km of Habibganj Station and 7.4 km of Museum of Man, Hotel Amulya shri features accommodation with a terrace and as well as free private parking for guests who drive."
2152,Hotel Anam International,Mumbai,6.5,,,booking,38.0,Review score,"Attractively located in Mumbai, Hotel Anam International provides 3-star accommodation close to Girgaum Chowpatty Beach and Chor Bazaar."
2153,Hotel Anand Palace,gwalior,3.7,1119.0,"3-star hotel, Breakfast, Free Wi-Fi, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle, Full-service laundry",google,,,
2154,"Hotel Anand Shree,Indore",Indore,6.7,,,booking,69.0,Review score,"Featuring 3-star accommodation, Hotel Anand Shree, Indore is set in Indore, 5.7 km from Rajwada Palace and 7.8 km from Indore Junction Station."
2155,Hotel Ananya,Kolkata,5.7,,,booking,4.0,Review score,"Located in the Salt Lake district in Kolkata, 9 km from New Market, ANANYA boasts a barbecue and views of the garden. Guests can enjoy the on-site restaurant."
2156,Hotel Anchit - Walking Distance To Golden Temple,amritsar,4.4,1176.0,"Breakfast, Free Wi-Fi, Pool, Air conditioning, Room service, Full-service laundry, Smoke-free, 0, 0",google,,,
2157,Hotel and Cafe 1947,Ajmer,8.5,,,booking,2.0,Very good,"Situated 200 metres from Varaha Temple, Hotel and Cafe 1947 offers 2-star accommodation in Ajmer and has a restaurant."
2158,Hotel Annamalai International,pondicherry,4.0,3724.0,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",google,,,
2159,Hotel Annapoorna Residency,Hyderabad,7.0,,,booking,45.0,Good,"Barely 1 km from Secundrabad Railway Station and Mahatma Gandhi Bus Station, Hotel Annapoorna Residency operates a 24-hour front desk and offers free Wi-Fi throughout the property."
2160,Hotel Antique - Colaba,Mumbai,7.9,,,booking,150.0,Good,"Ideally set in the centre of Mumbai, Hotel Antique - Colaba is within 100 metres of Colaba Causeway and 1.3 km of Gateway of India."
2161,Hotel Anvisha Executive,Pune,6.8,,,booking,10.0,Review score,"Set 11 km from Raja Dinkar Kelkar Museum, Hotel Anvisha Executive offers 2-star accommodation in Pune and features a restaurant. This 2-star hotel offers room service and a 24-hour front desk."
2162,Hotel Apex International near Mumbai Airport,Mumbai,4.2,,,booking,423.0,Review score,"Situated in Mumbai, 2.8 km from Phoenix Market City Mall, Hotel Apex International near Mumbai Airport features accommodation with a shared lounge, free private parking, a terrace and a restaurant."
2163,Hotel Apex,Surat,8.4,,,booking,44.0,Very good,Travel Sustainable property
2164,Hotel Apollo By WB Inn,Agra,,,,booking,,,Travel Sustainable property
2165,Hotel Apoorva DLX,Jaipur,5.5,,,booking,2.0,Review score,"Hotel Apoorva DLX is situated right in the heart of Jaipur, just 3 km from City Palace and 3 km from Jantar Mantar, Jaipur. This property offers access to a balcony and free private parking."
2166,Hotel Aqua Galaxy,Mumbai,,,,booking,,,"Offering accommodation with free WiFi, air conditioning and flat-screen TV, Hotel Aqua Galaxy is set 6 km from Phoenix Market City Mall and 6.4 km from Powai Lake."
2167,Hotel Aqua Stone,Mumbai,,,,booking,,,"Set in Mumbai, 9 km from Kanheri Caves, Hotel Aqua Stone offers accommodation with a restaurant, free private parking and a bar."
2168,Hotel Arafa Inn,Bangalore,7.1,,,booking,311.0,Good,"Located 2.5 km from Indira Gandhi Musical Fountain Park, Hotel Arafa Inn offers 3-star accommodation in Bangalore and features a terrace."
2169,Hotel Aranya Vihar,hazaribagh,4.2,2563.0,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",google,,,
2170,Hotel Arch inn,Jaipur,4.5,,,booking,2.0,Review score,Travel Sustainable property
2171,Hotel Arch Manor,Bhopal,,,,booking,,,Travel Sustainable property
2172,HOTEL ARCHANA RESIDENCY,Mumbai,7.9,,,booking,35.0,Good,"Located in Mumbai, 10 km from Indian Institute of Technology, Bombay, HOTEL ARCHANA RESIDENCY provides accommodation with a garden, free private parking, a shared lounge and a terrace."
2173,Hotel Ariana Residency by WB Inn,Mumbai,,,,booking,,,Travel Sustainable property
2174,Hotel Ariana Residency,Mumbai,7.0,,,booking,213.0,Good,Travel Sustainable property
2175,Hotel Aria,Kolkata,5.2,,,booking,13.0,Review score,Travel Sustainable property
2176,HOTEL ARINA,ChandÄ«garh,5.9,,,booking,21.0,Review score,"Located 3.5 km from Rock Garden, HOTEL ARINA offers 2-star accommodation in ChandÄ«garh and features free bikes, a garden and a terrace. This 2-star hotel offers room service and a 24-hour front desk."
2177,Hotel Arizona Inn,Anand,8.4,,,booking,40.0,Very good,"Featuring free WiFi throughout the property, Hotel Arizona Inn offers accommodation in Änand. Guests can enjoy the on-site restaurant. Free private parking is available on site."
2178,Hotel Arma Residency,Mumbai,6.0,,,booking,133.0,Review score,Travel Sustainable property
2179,Hotel Aroma Chandigarh,chandigarh,4.3,3035.0,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Spa, Restaurant, Room service",google,,,
2180,Hotel Arrow 19,Bareilly,6.0,,,booking,63.0,Review score,"Situated in Bareilly, 5.9 km from Bareilly Railway Station, Hotel Arrow 19 features accommodation with a garden, free private parking and a restaurant."
2181,Hotel Arsh Palace,Ajmer,6.8,,,booking,9.0,Review score,"Set within 2.9 km of Ana Sagar Lake and 12 km of Varaha Temple, Hotel Arsh Palace offers rooms in Ajmer. Boasting room service, this property also provides guests with a terrace."
2182,Hotel Arya Niwas,Jaipur,8.7,,,booking,908.0,Fabulous,Travel Sustainable property
2183,Hotel Aryan,Lucknow,6.6,,,booking,75.0,Review score,"Located in Lucknow, within 8.1 km of Lucknow University and 1.1 km of Ambedkar Park, Hotel Aryan provides accommodation with a terrace and as well as free private parking for guests who drive."
2184,Hotel Arzoo Palace,Ajmer,4.3,,,booking,18.0,Review score,"Hotel Arzoo Palace is situated in Ajmer, 2.9 km from Ana Sagar Lake and 12 km from Varaha Temple."
2185,Hotel Ashirwad,Pune,7.7,,,booking,117.0,Good,"Featuring 3-star accommodation, Hotel Ashirwad is set in Pune, 300 metres from Pune Railway Station and 500 metres from Darshan Museum."
2186,Hotel Ashish Palace,Agra,5.6,,,booking,34.0,Review score,Travel Sustainable property
2187,Hotel Ashish,Ahmedabad,7.7,,,booking,107.0,Good,"Located in Ahmedabad centre, Hotel Ashish offers air-conditioned rooms with free Wi-Fi. This modern-style hotel features a 24-hour front desk and offers free private on-site parking."
2188,Hotel Ashiyana,Pune,4.7,,,booking,116.0,Review score,"Situated in Pune, 200 metres from Fergusson College, Hotel Ashiyana features accommodation with a garden, free private parking, a restaurant and a bar."
2189,Hotel Ashok Residency,Chennai,6.2,,,booking,23.0,Review score,"Featuring free Wifi and private parking, Hotel Ashok Residency offers accommodation in Porur, 10 km from Chennai.Guests can enjoy the on-site bar and restaurant."
2190,HOTEL ASHOKA - NAKKI lAKE 450 METER,Mount Äbu,5.5,,,booking,38.0,Review score,"Located in Mount Äbu, HOTEL ASHOKA - NAKKI lAKE 450 METER features a shared lounge, terrace and free WiFi. There is a restaurant serving Chinese cuisine, and free private parking is available."
2191,"Hotel Ashoka Inn, Kanpur",KÄnpur,8.3,,,booking,3.0,Very good,"Hotel Ashoka Inn, Kanpur features city views, free WiFi and free private parking, located in KÄnpur, 800 metres from KÄnpur Central Station."
2192,Hotel Ashray Inn,Ahmedabad,3.2,,,booking,5.0,Review score,"Offering a restaurant, Hotel Ashray Inn is located 100 metres from the popular Sabarmati Ashram and 6 km from Sardar Vallabhbhai Patel International Airport."
2193,Hotel Ashyana,Mumbai,6.0,,,booking,30.0,Review score,"Featuring 3-star accommodation, Hotel Ashyana is located in Mumbai, 400 metres from Chor Bazaar and 1.8 km from Mohd Ali Road. This 3-star hotel offers room service, a 24-hour front desk and free..."
2194,Hotel Asian International By WB Inn,Hyderabad,1.0,,,booking,2.0,Review score,"Hotel Asian International By WB Inn is located in Hyderabad, 600 metres from AP State Archaeology Museum and 1.4 km from Ravindra Bharathi."
2195,HOTEL ASIANA,Ahmedabad,7.2,,,booking,19.0,Good,Travel Sustainable property
2196,Hotel Asmeet By WB Inn,Kolkata,,,,booking,,,Hotel Asmeet By WB Inn features free WiFi throughout the property and rooms with air conditioning in Kolkata.
2197,Hotel Aston International,Kolkata,6.7,,,booking,12.0,Review score,Travel Sustainable property
2198,Hotel Astor,durgapur,4.3,1992.0,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, Business center",google,,,
2199,"Hotel At Home Suites , Gachibowli, Hyderabad",Hyderabad,7.3,,,booking,104.0,Good,Travel Sustainable property
2200,"HOTEL ATA INN AND RESTAURANT (20 Mtrs from Dargah), Ajmer",Ajmer,6.9,,,booking,42.0,Review score,"Set 100 metres from Ajmer Sharif, HOTEL ATA INN AND RESTAURANT (20 Mtrs from Dargah), Ajmer offers 3-star accommodation in Ajmer and has a terrace."
2201,Hotel Athens,ChandÄ«garh,7.8,,,booking,403.0,Good,"Located in ChandÄ«garh, 14 km from Rock Garden, Hotel Athens offers rooms with air conditioning. This 3-star hotel offers room service and an ATM."
2202,Hotel Atishay,Bhopal,7.7,,,booking,30.0,Good,"Hotel Atishay features a fitness centre, shared lounge, a terrace and restaurant in Bhopal. A Turkish bath and a car rental service are available for guests."
2203,Hotel Atithi Residency,Lucknow,,,,booking,,,"3.4 km from Lucknow University, Hotel Atithi Residency is situated in Lucknow and offers air-conditioned rooms with free WiFi."
2204,"Hotel Atithi, Aurangabad",Aurangabad,6.9,,,booking,12.0,Review score,"Featuring 3-star accommodation, Hotel Atithi, Aurangabad is set in Aurangabad, 4.8 km from Aurangabad Railway Station and 5.2 km from Bibi Ka Maqbara."
2205,Hotel Atlantic,Alwar,5.8,,,booking,5.0,Review score,"Hotel Atlantic is a 3-star property located in Alwar. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk."
2206,Hotel Atlantic,Mumbai,5.0,,,booking,125.0,Review score,Travel Sustainable property
2207,Hotel Atlas Grand,Mumbai,4.1,,,booking,38.0,Review score,"Set within 4 km of Phoenix Market City Mall and 5.6 km of Powai Lake in Mumbai, Hotel Atlas Grand offers accommodation with free WiFi and flat-screen TV."
2208,Hotel Atulyaa Taj,Agra,7.3,,,booking,381.0,Good,Travel Sustainable property
2209,Hotel Aundh Retreat,Pune,5.4,,,booking,25.0,Review score,Travel Sustainable property
2210,Hotel Aura Grand By Levelup Hotels,Amritsar,7.7,,,booking,201.0,Good,"Featuring 4-star accommodation, Hotel Aura Grand By Levelup Hotels is situated in Amritsar, 2.4 km from Golden Temple and 1.7 km from Durgiana Temple."
